sarcasm,processed_tweets
0,"Bollywood me ab Khan Sultanat ki khatma aa gaya , Salman ke bad ab Shah Rukh ki flop hone ki Bari . Achche actress ko film me lena tha na ."
0,Shok santapt pariwar ko kuchh muawaja mila kya . sattarudh party ya vipakshh ne kuchh diya kya . ya kewal lash pe politics hi hoga
0,Rahul ji aap log yeh kisi k bhi marne per politics mat kariye please marta hai jiska usko pata chalta hai aap to apni roti sekne jate hai
1,"and garib aa aajkal ga dal roti bhi ek nahi ek kha si sakta, haan mobile phone co zaroor mein rakh si sakta mein hai"
0,ye sirf vote bank hai or kuch v nhi bjp dharm wali politics kr rahe hai
0,Sir ye log ab gandi politics pr utar aaye h .. Itni haar dekhkar kisika ka bhi dimag kaam karna band krde ..
0,Indian Cricket ki team bhi fatafat aa rahi hai for Ram Rahim Verdict 60 Million Stand With MSG Dera Sacha Sauda Indvs S Lpic . twitter . com /3 LYB 4 Lzwb 8
0,ek Manoj Tiwari cricket khelta hai doosre ke saath 2 dinon se Dilli waale
1,du saare bharat se wirodhi do naare congress man wale tak hi mere kyo ki lagaate ko hai...!!!
0,"SC se na ho payega aur haan agar ye cricket , jallikuttu , sarkar ko criticise karna ho aur matke ki height ki ho tab bahut active ho jata hai"
1,sir char ki tango wali kursi par se pa chupak kar wo ha baithate hain jo khud ke apni do do taango na pe khade hokar mo kuch kar de nahi tu sakte
0,"Aur badsoorat Insaan tujhe Kaafi maza Aya Na bey , Triple Talaq ban Ho gya to tu aur Kal K badsoorat Ho gya hai be"
0,Cric Ke T _ Ne Ws 6 Saa L Tea M Ki Qe Ya Da T Ka R Na Me Re Li Ye Izaz He . Ab Ki Se Aur Ko Aa Ge Aana Cha Hi Ye . Sabiq Captain ABD Villier Rept Asim Jawad
